30
2.6888048649e-01, 9.3840348721e-01, 6.3828819990e-01, 5.0585341454e-01, 5.7580810785e-01, 9.8730725050e-01, 3.0127438903e-01, 4.6723831445e-02, 2.0897956192e-01, 3.7145015597e-01, 6.0229808092e-02, 4.4007849693e-01, 7.5381882489e-02, 2.0284719765e-01, 2.8124478459e-01, 1.8594275415e-01, 4.1553996503e-02, 8.4190857410e-01, 6.8677031994e-01, 6.1875832081e-01, 1.2797982991e-01, 8.4092158079e-01, 6.7663782835e-01, 2.7671286371e-03, 5.1952707767e-01, 6.7442524433e-01, 2.3917850852e-01, 9.8286575079e-01, 6.0776406527e-01, 9.8410867155e-02
1.8158175051e-01, 3.7626585364e-01, 1.8834248185e-03, 6.0664254427e-01, 6.0674113035e-01, 7.8715783358e-01, 7.8350013494e-01, 7.0207446814e-01, 7.0942044258e-01, 3.0980929732e-01, 3.1504532695e-01, 5.1666796207e-01, 4.8451352119e-01, 2.8694340587e-01, 6.6369229555e-01, 1.2980432808e-01, 4.8012310266e-01, 7.0514279604e-01, 4.7555632889e-02, 1.6922497749e-01, 5.3065592051e-01, 2.9508492351e-01, 8.9695012569e-01, 8.0630964041e-01, 3.4436118603e-01, 6.9581872225e-01, 6.5641289949e-01, 4.4232237339e-01, 3.2094323635e-01, 4.6855723858e-01
0.0000000000e+00, 6.0776680708e-01, 3.8371223211e-01, 1.8594792485e-01, 1.7215444148e-01, 9.8799425364e-01, 3.7872064114e-01, 3.1610953156e-03, 2.9948815703e-01, 5.5024480820e-01, 5.7778918743e-01, 4.1729959846e-01, 1.7500832677e-01, 2.4384103715e-01, 5.5996287614e-02, 9.3375295401e-01, 1.1836678535e-01, 1.2792241573e-01, 2.3866535723e-01, 2.2674944997e-01, 6.2795954943e-01, 9.3083173037e-01, 6.8166220188e-01, 4.7132737935e-02, 1.8863748759e-02, 7.1974551678e-01, 9.6891060472e-02, 8.3252894878e-01, 5.0905537605e-01, 9.8968172073e-01
0.0000000000e+00, 0.0000000000e+00, 6.5033078194e-01, 1.1452630162e-01, 6.3639289141e-01, 8.1278353930e-01, 9.6043236554e-02, 5.5056077242e-01, 5.7793104649e-01, 8.5823637247e-01, 6.4861498773e-02, 9.0076994896e-01, 7.3631107807e-01, 7.5893008709e-01, 4.5614713430e-01, 9.1096520424e-01, 7.4537521601e-01, 1.7495600879e-01, 4.3182829395e-03, 3.2827934623e-01, 4.2900431156e-01, 5.4361814260e-01, 5.1722389460e-01, 8.5624463856e-02, 7.8177720308e-01, 8.7256848812e-01, 4.6792811155e-01, 3.4947758913e-01, 9.4901812077e-01, 4.5384365320e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 2.0514044166e-01, 4.3633866310e-01, 6.7586517334e-01, 5.0791561604e-01, 2.5684905052e-01, 6.3304108381e-01, 1.4743196964e-01, 5.7676726580e-01, 1.1895034462e-01, 6.6525749862e-02, 7.0738869905e-01, 5.3957313299e-01, 6.9481372833e-02, 9.2530757189e-01, 7.2514432669e-01, 9.7258222103e-01, 9.4971185923e-01, 3.4260314703e-01, 6.6087341309e-01, 3.9575076103e-01, 6.5381294489e-01, 4.5589923859e-01, 9.2277091742e-01, 4.4310247898e-01, 6.1517357826e-02, 2.9535102844e-01, 4.7663736343e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 3.6059275270e-01, 9.3495196104e-01, 4.1631853580e-01, 9.2058104277e-01, 9.6288800240e-02, 5.7194066048e-01, 2.2621066868e-01, 9.0281486511e-01, 6.4571404457e-01, 3.5434147716e-01, 3.9338067174e-01, 3.5451149940e-01, 4.2674791813e-01, 2.0985193551e-01, 9.8705142736e-01, 3.4773266315e-01, 4.2872455716e-01, 9.4275397062e-01, 5.0898325443e-01, 9.4025206566e-01, 2.0319020748e-01, 1.7797550559e-01, 5.7243800163e-01, 7.5997823477e-01, 8.9506274462e-01, 3.1556445360e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 1.4938512444e-01, 9.1645985842e-01, 9.2162448168e-01, 2.5909957290e-01, 8.9008934796e-02, 3.4113973379e-01, 5.3307920694e-01, 1.3258460164e-01, 3.6935430765e-01, 7.7960181236e-01, 5.9469980001e-01, 4.6403297782e-01, 3.9620453119e-01, 8.9177173376e-01, 5.9595936537e-01, 5.0870257616e-01, 3.4135463834e-01, 5.3358793259e-01, 9.1695207357e-01, 4.9705266953e-01, 5.0664567947e-01, 6.6210049391e-01, 1.3594616950e-01, 9.7809359431e-02, 9.4370514154e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 7.2982549667e-01, 9.1918021441e-01, 4.1987448931e-01, 5.5541223288e-01, 7.5006222725e-01, 6.1743700504e-01, 3.0555066466e-01, 8.5572712123e-02, 4.3401855230e-01, 7.4731069803e-01, 6.2879818678e-01, 6.5041178465e-01, 4.3060845137e-01, 5.2536034584e-01, 2.2643421590e-01, 1.1743350327e-01, 9.5335125923e-01, 6.8022543192e-01, 8.6693984270e-01, 9.3938994408e-01, 5.5009042844e-03, 7.3735332489e-01, 7.6654309034e-01, 9.0606576204e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 7.0128850639e-02, 5.7483476400e-01, 4.1744196415e-01, 2.8525510430e-01, 2.2738626599e-01, 8.0591964722e-01, 9.3518197536e-01, 2.7599206660e-03, 7.1221476793e-01, 1.2791103125e-01, 9.5818901062e-01, 7.0716750622e-01, 7.5092035532e-01, 7.4855679274e-01, 7.1276807785e-01, 4.8915311694e-01, 9.7694108263e-03, 3.6622458696e-01, 1.8103723414e-03, 9.5234692097e-01, 4.3013304472e-01, 9.9935060740e-01, 9.9180132151e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 9.2180991173e-01, 9.3939578533e-01, 2.3899577558e-01, 1.5170036256e-01, 3.9065822959e-01, 5.8416259289e-01, 8.6088854074e-01, 8.2762670517e-01, 1.7884202302e-02, 3.0097067356e-01, 9.0112680197e-01, 8.4076446295e-01, 3.8503158092e-01, 5.7616823912e-01, 1.4887967706e-01, 3.5068701953e-02, 5.0265508890e-01, 6.6003715992e-01, 1.1166011915e-02, 1.3325532898e-02, 6.2702065706e-01, 7.6817429066e-01
0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 8.0977416039e-01, 5.6244683266e-01, 1.5803809464e-01, 9.8937028646e-01, 1.1668856442e-01, 5.0730949640e-01, 4.9731448293e-01, 3.7372589111e-01, 7.2357356548e-01, 9.3312066793e-01, 1.0243084282e-01, 7.3870152235e-02, 9.4271999598e-01, 2.0832657814e-01, 1.8312485516e-01, 4.2501407862e-01, 8.4864211082e-01, 2.6738500595e-01, 1.2066705525e-01, 2.9506742954e-01, 3.7135517597e-01
